Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Tenure,Distance call,Campaign,age group
2834-JRTUA,Male,30,No,No,0,No,71,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,3508.82,11040.97,1,4 years+,Yes,Yes,Young_adult
3340-QBBFM,Male,65,Yes,No,0,Yes,36,Offer C,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,1992.85,1697.76,3689.52,3,3 years,Yes,Yes,Senioir_citizen
3422-GALYP,Male,20,No,No,0,No,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.45,145.15,57.22,202.37,4,1 year,Yes,Yes,Under_30
8670-MEFCP,Female,23,Yes,Yes,2,Yes,36,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25,1459.44,4838.69,3,3 years,Yes,No,Under_30
6917-FIJHC,Female,60,Yes,No,0,Yes,72,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.0,1776.0,1942.56,3718.56,4,4 years+,Yes,Yes,Young_adult
5656-MJEFC,Male,48,Yes,No,0,Yes,42,Offer B,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,48.15,2032.3,0.0,2032.3,4,4 years+,No,Yes,Young_adult
3518-FSTWG,Male,67,Yes,No,0,Yes,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,7920.7,1275.12,9195.82,3,4 years+,Yes,No,Senioir_citizen
1625-JAIIY,Female,42,Yes,No,0,Yes,68,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,83.0,5685.8,3008.32,8694.12,1,4 years+,Yes,No,Young_adult
6439-GTPCA,Female,29,No,No,0,No,45,None,Yes,Yes,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,3941.7,201.6,4143.3,1,4 years+,Yes,No,Under_30
1172-VIYBP,Male,54,Yes,Yes,3,Yes,53,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.7,3686.05,1480.29,5166.34,3,4 years+,Yes,No,Young_adult
0315-LVCRK,Male,54,No,No,0,No,11,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,336.27,1225.02,4,1 year,Yes,No,Young_adult
9391-EOYLI,Male,77,Yes,No,0,Yes,12,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,83.64,1033.84,2,1 year,Yes,Yes,Senioir_citizen
2302-OUZXB,Male,62,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.15,5784.3,1584.72,7369.02,5,4 years+,Yes,Yes,Young_adult
9347-AERRL,Male,60,Yes,No,0,Yes,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,486.2,831.22,1317.42,5,2 years,Yes,No,Young_adult
9746-MDMBK,Male,58,Yes,Yes,1,Yes,47,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.45,5317.8,431.93,5749.73,3,4 years+,Yes,No,Young_adult
9842-EFSYY,Female,31,No,Yes,3,No,4,Offer E,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,57.2,223.75,0.0,223.75,3,1 year,No,Yes,Young_adult
4129-LYCOI,Female,28,No,Yes,1,No,67,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.0,7039.05,840.18,7879.23,3,4 years+,Yes,No,Under_30
5356-CSVSQ,Female,20,No,No,0,No,3,None,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.6,174.2,122.97,297.17,5,1 year,Yes,No,Under_30
4378-BZYFP,Male,41,No,No,0,No,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,20.5,365.8,725.22,1091.02,3,2 years,Yes,No,Young_adult
5766-ZJYBB,Male,52,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.4,19.4,3.14,22.54,2,1 year,Yes,No,Young_adult
7619-PLRLP,Female,41,Yes,No,0,Yes,53,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.1,3833.95,1968.42,5802.37,4,4 years+,Yes,Yes,Young_adult
7480-QNVZJ,Male,65,No,No,0,No,50,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.7,4816.7,946.0,5762.7,3,4 years+,Yes,No,Senioir_citizen
5671-UUNXD,Female,79,Yes,No,0,Yes,50,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.65,5189.75,1829.0,7018.75,3,4 years+,Yes,No,Senioir_citizen
2506-CLAKW,Female,20,No,No,0,No,6,Offer E,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.15,567.45,121.56,689.01,1,1 year,Yes,Yes,Under_30
6849-WLEYG,Male,43,No,Yes,3,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,11.91,31.66,3,1 year,Yes,No,Young_adult
9530-EHPOH,Male,60,No,No,0,No,11,Offer D,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.75,608.0,165.33,773.33,1,1 year,Yes,Yes,Young_adult
0042-RLHYP,Female,47,Yes,Yes,3,Yes,69,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1396.9,2648.91,4045.81,5,4 years+,Yes,No,Young_adult
5457-COLHT,Male,48,Yes,Yes,3,Yes,69,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.65,5542.55,2784.84,8327.39,3,4 years+,Yes,No,Young_adult
1406-PUQVY,Male,29,No,Yes,1,No,1,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.9,49.9,6.35,56.25,5,1 year,Yes,Yes,Under_30
0230-UBYPQ,Male,76,Yes,No,0,Yes,63,Offer B,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,36.1,2298.9,0.0,2298.9,3,4 years+,No,Yes,Senioir_citizen
1682-VCOIO,Male,56,No,No,0,No,23,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,481.1,1061.91,1543.01,5,2 years,Yes,Yes,Young_adult
4830-FAXFM,Male,62,No,Yes,2,No,19,Offer D,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.1,439.2,275.12,714.32,4,2 years,Yes,Yes,Young_adult
9378-FXTIZ,Female,50,Yes,No,0,Yes,54,None,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,70.15,3715.65,2273.4,5989.05,3,4 years+,Yes,No,Young_adult
5916-QEWPT,Female,61,Yes,No,0,Yes,2,Offer E,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.0,147.8,54.82,202.62,4,1 year,Yes,Yes,Young_adult
2007-QVGAW,Female,51,Yes,Yes,1,Yes,68,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,3169.48,4462.13,4,4 years+,Yes,Yes,Young_adult
2368-GAKKQ,Female,28,No,No,0,No,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.65,7939.25,1212.4,9151.65,4,4 years+,Yes,Yes,Under_30
5281-BUZGT,Male,69,No,No,0,No,36,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,839.88,4026.58,1,3 years,Yes,Yes,Senioir_citizen
2229-VWQJH,Female,34,No,No,0,No,24,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.3,1233.25,115.68,1348.93,5,2 years,Yes,No,Young_adult
3146-JTQHR,Male,23,Yes,No,0,Yes,10,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.6,189.45,393.5,582.95,5,1 year,Yes,Yes,Under_30
8180-AKMJV,Female,27,No,No,0,No,1,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,44.55,23.04,67.59,5,1 year,Yes,Yes,Under_30
7096-ZNBZI,Female,21,Yes,No,0,Yes,72,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.45,1914.5,1599.84,3514.34,4,4 years+,Yes,Yes,Under_30
3658-KIBGF,Female,19,No,No,0,No,1,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,54.9,54.9,44.36,99.26,1,1 year,Yes,No,Under_30
7402-EYFXX,Male,65,No,No,0,No,26,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.6,2404.1,651.04,3055.14,5,3 years,Yes,Yes,Senioir_citizen
9828-AOQLM,Female,37,Yes,No,0,Yes,1,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.7,45.7,12.8,58.5,1,1 year,Yes,No,Young_adult
2722-VOJQL,Male,30,No,No,0,No,64,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.65,6903.1,1550.72,8453.82,1,4 years+,Yes,No,Young_adult
9817-APLHW,Male,37,No,No,0,No,12,Offer D,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.0,316.2,27.48,343.68,4,1 year,Yes,Yes,Young_adult
4789-KWMXN,Male,42,Yes,No,0,Yes,47,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.85,5275.8,893.94,6164.81,1,4 years+,Yes,Yes,Young_adult
4891-NLUBA,Female,46,Yes,Yes,3,Yes,61,Offer B,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,61.45,3751.15,0.0,3751.15,3,4 years+,No,Yes,Young_adult
2085-BOJKI,Male,33,Yes,No,0,Yes,17,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65,1588.25,490.11,2078.36,5,2 years,Yes,Yes,Young_adult
5827-MWCZK,Male,39,Yes,Yes,3,Yes,56,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,96.95,5432.2,1317.12,6749.32,5,4 years+,Yes,Yes,Young_adult
6185-TASNN,Male,71,No,No,0,No,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.3,46.3,11.51,57.81,4,1 year,Yes,Yes,Senioir_citizen
0840-DCNZE,Male,33,No,No,0,No,47,Offer B,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,86.95,4138.9,1728.66,5867.56,4,4 years+,Yes,Yes,Young_adult
9129-UXERG,Female,65,No,No,0,No,18,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,103.6,1806.35,22.86,1839.21,4,2 years,Yes,No,Senioir_citizen
2957-LOLHO,Male,49,No,No,0,No,12,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,518.9,133.44,652.34,3,1 year,Yes,No,Young_adult
7105-MXJLL,Female,76,Yes,No,0,Yes,26,None,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,No,Yes,One Year,No,Credit Card,60.7,1597.4,445.12,2042.52,5,3 years,Yes,No,Senioir_citizen
4079-WWQQQ,Male,45,No,No,0,No,72,None,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,65.55,4807.45,0.0,4807.45,4,4 years+,No,No,Young_adult
6007-TCTST,Female,57,Yes,Yes,2,Yes,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,8476.5,884.88,9361.38,3,4 years+,Yes,No,Young_adult
7743-EXURX,Male,47,Yes,Yes,1,Yes,8,Offer E,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.05,415.05,30.8,445.85,1,1 year,Yes,Yes,Young_adult
1393-IMKZG,Female,50,No,No,0,No,1,None,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.85,95.85,2.7,98.55,4,1 year,Yes,No,Young_adult
5443-SCMKX,Female,49,Yes,No,0,Yes,58,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,94.3,5610.15,1240.04,6994.64,3,4 years+,Yes,No,Young_adult
0181-RITDD,Male,42,Yes,Yes,3,Yes,62,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.15,6825.65,109.12,6934.77,4,4 years+,Yes,No,Young_adult
4342-HENTK,Female,67,No,No,0,No,2,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,142.35,25.04,167.39,1,1 year,Yes,No,Senioir_citizen
8098-LLAZX,Female,74,No,No,0,No,4,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.45,396.1,126.44,522.54,3,1 year,Yes,Yes,Senioir_citizen
2984-MIIZL,Male,51,No,No,0,No,4,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,29.04,350.94,1,1 year,Yes,No,Young_adult
4018-PPNDW,Female,23,Yes,No,0,Yes,61,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.1,1551.6,814.35,2365.95,4,4 years+,Yes,Yes,Under_30
3074-GQWYX,Male,30,No,No,0,No,5,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,357.75,234.4,592.15,2,1 year,Yes,No,Young_adult
9938-ZREHM,Female,41,Yes,No,0,Yes,37,None,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,72.1,2658.4,1570.65,4212.69,3,4 years+,Yes,No,Young_adult
1142-WACZW,Male,64,No,No,0,No,2,None,No,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85,75.6,0.0,75.6,2,1 year,No,No,Young_adult
9774-NRNAU,Male,77,Yes,No,0,Yes,27,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,84.8,2309.55,906.39,3215.94,3,3 years,Yes,No,Senioir_citizen
0816-TSPHQ,Male,35,No,No,0,No,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,44.2,55.34,99.54,3,1 year,Yes,No,Young_adult
5061-PBXFW,Female,49,Yes,Yes,1,Yes,32,None,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,1864.65,1493.12,3357.77,3,3 years,Yes,No,Young_adult
2133-TSRRM,Female,47,No,Yes,3,No,34,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.35,3688.6,1119.96,4918.56,4,3 years,Yes,No,Young_adult
1855-AGAWH,Male,27,Yes,No,0,Yes,31,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.8,2939.8,1137.39,4077.19,4,3 years,Yes,No,Under_30
7551-JOHTI,Female,54,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,19.5,32.45,51.95,2,1 year,Yes,No,Young_adult
5312-UXESG,Female,43,No,No,0,No,41,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.05,3990.6,1196.79,5187.39,4,4 years+,Yes,Yes,Young_adult
8309-IEYJD,Female,73,No,No,0,No,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,70.6,70.6,32.61,133.21,4,1 year,Yes,Yes,Senioir_citizen
6424-ELEYH,Female,39,Yes,No,0,Yes,3,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,229.5,105.54,335.04,1,1 year,Yes,Yes,Young_adult
7314-OXENN,Male,42,No,No,0,No,2,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.0,184.65,82.36,267.01,3,1 year,Yes,No,Young_adult
9964-WBQDJ,Female,19,Yes,No,0,Yes,71,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1725.4,1755.12,3480.52,5,4 years+,Yes,Yes,Under_30
2885-HIJDH,Male,47,Yes,Yes,3,Yes,69,None,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.9,6194.1,1818.15,8012.25,3,4 years+,Yes,No,Young_adult
8008-ESFLK,Female,43,Yes,No,0,Yes,53,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110.5,5835.5,354.04,6189.54,3,4 years+,Yes,No,Young_adult
7353-YOWFP,Female,41,No,No,0,No,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.25,129.15,277.13,406.28,5,1 year,Yes,No,Young_adult
4072-IPYLT,Female,32,Yes,Yes,2,Yes,36,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,1815.0,710.28,2525.28,3,3 years,Yes,No,Young_adult
5760-IFJOZ,Male,57,No,No,0,No,3,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,107.95,313.6,142.5,456.1,4,1 year,Yes,No,Young_adult
3234-VKACU,Male,21,No,No,0,No,2,None,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,70.3,132.4,47.04,179.44,3,1 year,Yes,No,Under_30
5236-XMZJY,Female,27,No,No,0,No,42,Offer B,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.65,2536.55,927.36,3463.91,3,4 years+,Yes,Yes,Under_30
1891-QRQSA,Male,71,Yes,No,0,Yes,64,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6,7099.0,1045.12,8144.12,4,4 years+,Yes,Yes,Senioir_citizen
7534-BFESC,Male,69,No,No,0,No,24,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.1,1712.7,740.88,2453.58,2,2 years,Yes,Yes,Senioir_citizen
9415-TPKRV,Female,62,Yes,Yes,3,Yes,8,Offer E,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.75,446.8,99.28,546.08,4,1 year,Yes,Yes,Young_adult
4636-JGAAI,Male,28,Yes,No,0,Yes,34,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,88.85,3000.25,474.98,3475.23,3,3 years,Yes,No,Under_30
2931-FSOHN,Male,76,No,No,0,No,13,None,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.9,788.35,648.7,1437.05,5,2 years,Yes,No,Senioir_citizen
4913-EHYUI,Male,80,Yes,No,0,No,56,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.55,5794.65,2732.8,8527.45,1,4 years+,Yes,Yes,Senioir_citizen
4628-CTTLA,Male,23,No,No,0,No,57,Offer B,No,No,Yes,DSL,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39.3,2111.45,0.0,2191.45,1,4 years+,No,Yes,Under_30
6695-AMZUF,Female,31,Yes,No,0,No,70,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,5950.2,2180.5,8130.7,4,4 years+,Yes,Yes,Young_adult
9309-BZGNT,Male,69,Yes,No,0,Yes,69,None,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,29.8,2134.3,0.0,2134.3,3,4 years+,No,No,Senioir_citizen
6752-APNJL,Male,30,Yes,Yes,1,Yes,42,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.5,2301.15,795.06,3096.21,4,4 years+,Yes,No,Young_adult
8780-RSYYU,Female,42,No,No,0,No,25,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.2,532.1,150.0,682.1,4,3 years,Yes,Yes,Young_adult
7929-DMBCV,Female,45,Yes,No,0,Yes,20,Offer D,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,81.0,1683.7,227.8,1911.5,3,2 years,Yes,Yes,Young_adult
1732-FEKLD,Female,30,No,No,0,No,54,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,94.75,5121.75,2033.1,7224.85,4,4 years+,Yes,Yes,Young_adult
0939-YAPAF,Female,44,No,No,0,No,35,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.25,3527.6,367.15,3894.75,3,3 years,Yes,Yes,Young_adult
8548-AWOFC,Male,21,Yes,No,0,Yes,66,None,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,506.22,4770.82,3,4 years+,Yes,No,Under_30
3920-HIHMQ,Female,53,No,Yes,1,No,26,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.5,1265.65,424.84,1840.49,5,3 years,Yes,No,Young_adult
2748-MYRVK,Female,22,No,No,0,No,63,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137.0,527.94,6664.94,3,4 years+,Yes,Yes,Under_30
1784-EZDKJ,Male,31,Yes,No,0,Yes,51,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8,5498.8,1499.4,7138.2,3,4 years+,Yes,Yes,Young_adult
5364-EVNIB,Male,61,No,No,0,No,13,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,973.45,401.44,1374.89,2,2 years,Yes,No,Young_adult
4706-DGAHW,Male,73,No,No,0,No,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,45.2,45.2,49.34,94.54,3,1 year,Yes,Yes,Senioir_citizen
0057-QBUQH,Female,31,No,Yes,3,No,43,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.1,1070.15,1317.52,2387.67,4,4 years+,Yes,No,Young_adult
4633-MKHYU,Female,23,No,No,0,No,9,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.4,788.6,319.05,1107.65,5,1 year,Yes,Yes,Under_30
1101-SSWAG,Female,60,Yes,No,0,Yes,15,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,711.15,466.95,1178.1,5,2 years,Yes,No,Young_adult
0730-BGQGF,Male,48,Yes,Yes,3,Yes,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,90.3,6287.3,1115.41,7502.71,3,4 years+,Yes,Yes,Young_adult
4884-LEVMQ,Male,39,Yes,No,0,Yes,39,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.45,790.0,1419.21,2209.21,5,4 years+,Yes,Yes,Young_adult
