Customer ID,Count,Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Tenure,Distance call,Campaign,age group,Predicted,Churn_Probability
3863-QSTYI,1,Male,60,No,No,0,No,59,None,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.65,3735.45,991.2,4726.65,3,No,4 years+,Yes,No,Young_adult,0,0.1
4945-RVMTE,1,Female,57,No,No,0,No,28,None,Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.55,1646.45,1091.16,2737.61,3,No,3 years,Yes,No,Young_adult,0,0.0
3694-DELSO,1,Male,56,Yes,Yes,3,Yes,4,None,No,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,38.55,156.1,0.0,156.1,4,No,1 year,No,No,Young_adult,0,0.0
4291-HPAXL,1,Male,63,No,Yes,2,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,19.85,29.1,48.95,3,No,1 year,Yes,No,Young_adult,0,0.03
6988-CJEYV,1,Male,56,No,No,0,No,49,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.7,4920.55,2227.54,7148.09,3,No,4 years+,Yes,Yes,Young_adult,0,0.05
5729-KLZAR,1,Female,22,Yes,No,0,Yes,4,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,80.85,302.75,177.12,519.87,1,Yes,1 year,Yes,Yes,Under_30,1,0.98
3621-CEOVK,1,Female,71,Yes,No,0,Yes,14,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,1369.8,658.14,2027.94,1,Yes,2 years,Yes,No,Senioir_citizen,1,0.93
4652-ODEVH,1,Male,43,Yes,Yes,3,Yes,45,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24.45,1088.25,2128.95,3217.2,5,No,4 years+,Yes,No,Young_adult,0,0.0
3737-XBQDD,1,Male,57,No,No,0,No,24,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.85,2048.8,315.12,2443.92,4,No,2 years,Yes,Yes,Young_adult,0,0.04
3023-GFLBR,1,Female,63,Yes,No,0,Yes,33,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,86.15,2745.7,473.22,3218.92,2,Yes,3 years,Yes,No,Young_adult,1,1.0
1530-ZTDOZ,1,Female,57,Yes,No,0,Yes,49,None,No,No,Yes,Cable,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.65,2070.75,0.0,2070.75,4,No,4 years+,No,No,Young_adult,0,0.0
9079-YEXQJ,1,Female,56,No,No,0,No,54,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,111.1,6014.85,2523.96,8588.81,1,Yes,4 years+,Yes,No,Young_adult,1,0.84
6892-BOGQE,1,Female,44,Yes,No,0,No,71,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.9,1493.2,1058.61,2551.81,4,No,4 years+,Yes,Yes,Young_adult,0,0.0
3329-WDIOK,1,Female,56,No,No,0,No,3,None,No,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,155.35,0.0,155.35,1,Yes,1 year,No,No,Young_adult,1,0.98
8845-LWKGE,1,Female,56,Yes,Yes,1,Yes,30,Offer C,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,64.5,1985.15,1102.2,3087.35,5,No,3 years,Yes,Yes,Young_adult,0,0.01
7895-VONWT,1,Female,20,No,No,0,No,25,Offer C,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.25,1293.8,0.0,1293.8,5,No,3 years,No,Yes,Under_30,0,0.04
6726-WEXXK,1,Male,72,Yes,No,0,Yes,27,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.9,2220.1,1109.97,3330.07,3,No,3 years,Yes,No,Senioir_citizen,0,0.04
4248-QPAVC,1,Female,80,Yes,No,0,Yes,17,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,1463.45,625.94,2089.39,1,Yes,2 years,Yes,Yes,Senioir_citizen,1,0.97
2856-HYAPG,1,Female,62,No,No,0,No,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.65,68.65,12.4,81.05,2,Yes,1 year,Yes,Yes,Young_adult,1,1.0
5876-HZVZM,1,Female,55,Yes,Yes,3,Yes,6,Offer E,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,55.9,365.35,87.06,482.41,1,Yes,1 year,Yes,Yes,Young_adult,1,0.9
8621-MNIHH,1,Female,75,Yes,No,0,Yes,34,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,3217.55,97.92,3315.47,1,Yes,3 years,Yes,No,Senioir_citizen,1,0.96
0742-MOABM,1,Male,50,Yes,No,0,Yes,4,None,Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,50.05,179.35,38.68,218.03,2,Yes,1 year,Yes,No,Young_adult,1,0.98
6047-YHPVI,1,Male,56,No,Yes,3,No,5,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,316.9,63.0,379.9,1,Yes,1 year,Yes,No,Young_adult,1,0.96
0691-JVSYA,1,Female,24,Yes,No,0,Yes,53,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.85,5000.2,2152.86,7134.51,1,Yes,4 years+,Yes,No,Under_30,1,0.85
1684-FLBGS,1,Female,60,Yes,Yes,1,Yes,23,None,Yes,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.5,1652.1,632.27,2267.48,4,No,2 years,Yes,No,Young_adult,0,0.04
5419-JKZNQ,1,Male,65,Yes,No,0,Yes,30,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.9,2351.45,85.8,2437.25,3,Yes,3 years,Yes,No,Senioir_citizen,1,0.53
6357-JJPQT,1,Female,48,No,No,0,No,3,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.5,232.35,80.58,312.93,5,No,1 year,Yes,No,Young_adult,0,0.09
8421-WZOOW,1,Female,75,Yes,Yes,1,Yes,57,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95.3,5567.45,1610.25,7177.7,3,No,4 years+,Yes,No,Senioir_citizen,0,0.06
5019-GQVCR,1,Male,74,No,No,0,No,43,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.85,3645.6,378.83,4024.43,4,No,4 years+,Yes,No,Senioir_citizen,0,0.05
9435-JMLSX,1,Male,39,Yes,No,0,Yes,71,Offer A,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.1,6045.9,391.21,6437.11,4,No,4 years+,Yes,Yes,Young_adult,0,0.0
1757-TCATG,1,Male,24,Yes,Yes,1,Yes,35,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.05,746.75,1435.7,2182.45,3,No,3 years,Yes,Yes,Under_30,0,0.04
0655-YDGFJ,1,Male,34,No,No,0,No,29,Offer C,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.95,1323.7,291.74,1615.44,3,No,3 years,Yes,Yes,Young_adult,0,0.21
1325-USMEC,1,Male,58,Yes,No,0,Yes,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.35,6944.5,3360.0,10304.5,3,No,4 years+,Yes,Yes,Young_adult,0,0.04
5574-NXZIU,1,Male,36,No,No,0,No,63,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.2,7049.75,827.82,7877.57,4,No,4 years+,Yes,No,Young_adult,0,0.04
8875-AKBYH,1,Male,78,No,No,0,No,20,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,84.35,1745.2,510.2,2265.4,4,No,2 years,Yes,Yes,Senioir_citizen,0,0.0
7460-ITWWP,1,Female,67,Yes,No,0,Yes,45,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,86.1,3861.45,1838.25,5687.51,4,No,4 years+,Yes,No,Senioir_citizen,0,0.02
7531-GQHME,1,Male,34,No,No,0,No,12,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,265.45,467.52,732.97,4,No,1 year,Yes,Yes,Young_adult,0,0.01
1635-FJFCC,1,Female,46,No,No,0,No,5,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.05,202.15,54.95,257.1,5,No,1 year,Yes,No,Young_adult,0,0.01
0495-RVCBF,1,Female,39,No,No,0,No,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,79.7,33.88,113.58,3,Yes,1 year,Yes,No,Young_adult,1,0.86
7396-VJUZB,1,Male,33,Yes,Yes,2,Yes,4,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.25,155.35,140.36,295.71,5,No,1 year,Yes,Yes,Young_adult,0,0.04
2169-RRLFW,1,Female,48,Yes,No,0,Yes,71,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.6,1888.25,793.78,2682.03,5,No,4 years+,Yes,No,Young_adult,0,0.0
7820-ZYGNY,1,Male,33,No,No,0,No,63,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.45,5825.5,580.23,6505.73,3,No,4 years+,Yes,No,Young_adult,0,0.03
3724-BSCVH,1,Male,37,Yes,Yes,1,No,10,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,242.4,375.9,618.3,4,No,1 year,Yes,Yes,Young_adult,0,0.0
1614-JBEBI,1,Female,59,No,No,0,No,8,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.7,137.6,211.76,349.36,5,No,1 year,Yes,Yes,Young_adult,0,0.04
9495-REDIY,1,Male,56,No,Yes,2,No,25,None,No,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,40.65,970.55,0.0,970.55,3,No,3 years,No,No,Young_adult,0,0.02
5175-WLYXL,1,Male,56,No,No,0,No,22,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,78.85,1600.25,667.7,2317.95,5,No,2 years,Yes,Yes,Young_adult,0,0.01
2498-XLDZR,1,Female,26,Yes,Yes,1,Yes,32,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,73.6,2316.85,632.32,2936.51,4,No,3 years,Yes,No,Under_30,0,0.0
7579-KKLOE,1,Male,59,Yes,No,0,Yes,71,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,91.25,6589.6,3303.63,9893.23,3,No,4 years+,Yes,Yes,Young_adult,0,0.08
5959-BELXA,1,Male,67,No,No,0,No,32,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,96.15,3019.25,814.4,3833.65,2,Yes,3 years,Yes,Yes,Senioir_citizen,1,1.0
2150-OEGBV,1,Male,31,No,No,0,No,27,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.1,562.6,901.8,1464.4,5,No,3 years,Yes,No,Young_adult,0,0.0
9039-RBEEE,1,Male,27,No,No,0,No,39,None,No,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,1880.85,0.0,1880.85,1,Yes,4 years+,No,No,Under_30,1,0.92
3258-ZKPAI,1,Male,26,Yes,Yes,1,Yes,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,116.6,8337.45,1532.88,9843.63,3,No,4 years+,Yes,No,Under_30,0,0.03
2082-OJVTK,1,Male,25,Yes,No,0,Yes,29,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.2,2698.35,116.0,2814.35,1,Yes,3 years,Yes,No,Under_30,1,0.88
9286-DOJGF,1,Female,66,Yes,No,0,Yes,38,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,2869.85,599.64,3469.49,1,Yes,4 years+,Yes,No,Senioir_citizen,1,1.0
6910-HADCM,1,Female,63,No,No,0,No,1,None,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,7.26,83.61,2,Yes,1 year,Yes,No,Young_adult,1,1.0
4374-YMUSQ,1,Male,64,No,No,0,No,34,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,116.25,3899.05,761.94,4660.99,3,No,3 years,Yes,Yes,Young_adult,0,0.02
9739-JLPQJ,1,Female,58,Yes,Yes,1,Yes,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,117.5,8670.1,2402.64,11025.19,4,No,4 years+,Yes,No,Young_adult,0,0.04
6719-FGEDO,1,Female,27,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.0,7104.2,2792.88,9897.08,4,No,4 years+,Yes,Yes,Under_30,0,0.01
4468-KAZHE,1,Female,70,Yes,No,0,Yes,20,None,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60.0,1259.35,179.6,1438.95,5,No,2 years,Yes,No,Senioir_citizen,0,0.0
0701-RFGFI,1,Female,56,Yes,Yes,6,Yes,49,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4613.95,400.82,5014.77,5,No,4 years+,Yes,Yes,Young_adult,0,0.11
5965-GGPRW,1,Male,41,Yes,Yes,2,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.25,7609.75,2595.6,10205.35,3,No,4 years+,Yes,Yes,Young_adult,0,0.01
3162-ZJZFU,1,Male,25,Yes,Yes,2,Yes,53,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,4779.45,1289.49,6068.94,3,No,4 years+,Yes,No,Under_30,0,0.0
4487-ZYJZK,1,Female,60,Yes,Yes,2,Yes,38,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,763.1,1395.36,2158.46,3,No,4 years+,Yes,No,Young_adult,0,0.0
2014-MKGMH,1,Female,45,No,No,0,No,46,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4674.4,1286.62,5961.02,4,No,4 years+,Yes,Yes,Young_adult,0,0.08
9430-FRQOC,1,Female,33,No,No,0,No,4,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.1,341.45,129.84,471.29,2,Yes,1 year,Yes,No,Young_adult,1,0.97
1094-BKOSX,1,Female,52,Yes,Yes,2,Yes,45,None,No,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,51.0,2264.5,0.0,2264.5,4,No,4 years+,No,No,Young_adult,0,0.04
1942-OQFRW,1,Male,62,No,No,0,No,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.0,44.0,13.4,57.4,5,No,1 year,Yes,Yes,Young_adult,0,0.04
6917-IAYHD,1,Male,44,No,Yes,1,No,1,Offer E,No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0.0,83.6,5,No,1 year,No,Yes,Young_adult,0,0.11
6979-ZNSFF,1,Female,48,No,No,0,No,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.05,762.1,364.72,1126.82,1,Yes,1 year,Yes,Yes,Young_adult,1,0.97
3842-IYKUE,1,Female,28,No,No,0,No,35,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,85.3,2917.5,1579.9,4603.51,2,Yes,3 years,Yes,Yes,Under_30,1,0.94
4548-SDBKE,1,Female,26,No,No,0,No,5,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,474.8,172.45,647.25,3,Yes,1 year,Yes,Yes,Under_30,1,0.93
9674-EHPPG,1,Male,63,Yes,No,0,Yes,46,Offer B,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.4,1842.7,0.0,1922.7,3,No,4 years+,No,Yes,Young_adult,0,0.04
0013-SMEOE,1,Female,67,Yes,No,0,Yes,71,Offer A,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.7,7904.25,707.16,8611.41,3,No,4 years+,Yes,Yes,Senioir_citizen,0,0.0
2252-JHJGE,1,Male,24,No,No,0,No,61,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,104.0,6363.45,2787.09,9150.54,3,No,4 years+,Yes,Yes,Under_30,0,0.21
5397-NSKQG,1,Male,39,Yes,Yes,2,Yes,67,Offer A,No,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,50.9,3281.65,0.0,3281.65,4,No,4 years+,No,Yes,Young_adult,0,0.0
1600-DILPE,1,Female,47,No,No,0,No,12,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,524.35,433.32,957.67,3,No,1 year,Yes,No,Young_adult,0,0.07
2057-ZBLPD,1,Female,50,Yes,No,0,Yes,21,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.5,1808.7,886.62,2695.32,3,Yes,2 years,Yes,Yes,Young_adult,1,0.56
2275-RBYQS,1,Female,38,No,No,0,No,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,49.33,94.73,3,No,1 year,Yes,Yes,Young_adult,0,0.08
6284-AHOOQ,1,Male,71,No,No,0,No,22,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.5,1910.6,1014.42,2925.02,1,Yes,2 years,Yes,No,Senioir_citizen,1,1.0
6893-ODYYE,1,Male,34,No,No,0,No,50,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,90.1,4549.45,768.5,5317.95,3,No,4 years+,Yes,No,Young_adult,0,0.04
0670-ANMUU,1,Male,47,No,No,0,No,71,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,97.65,6687.85,1176.47,7864.32,3,No,4 years+,Yes,No,Young_adult,0,0.07
2834-JRTUA,1,Male,30,No,No,0,No,71,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,3508.82,11040.97,1,Yes,4 years+,Yes,Yes,Young_adult,1,0.66
3340-QBBFM,1,Male,65,Yes,No,0,Yes,36,Offer C,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,1992.85,1697.76,3689.52,3,No,3 years,Yes,Yes,Senioir_citizen,0,0.07
3422-GALYP,1,Male,20,No,No,0,No,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.45,145.15,57.22,202.37,4,No,1 year,Yes,Yes,Under_30,0,0.19
8670-MEFCP,1,Female,23,Yes,Yes,2,Yes,36,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.9,3379.25,1459.44,4838.69,3,No,3 years,Yes,No,Under_30,0,0.08
6917-FIJHC,1,Female,60,Yes,No,0,Yes,72,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.0,1776.0,1942.56,3718.56,4,No,4 years+,Yes,Yes,Young_adult,0,0.0
5656-MJEFC,1,Male,48,Yes,No,0,Yes,42,Offer B,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,48.15,2032.3,0.0,2032.3,4,No,4 years+,No,Yes,Young_adult,0,0.0
3518-FSTWG,1,Male,67,Yes,No,0,Yes,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,7920.7,1275.12,9195.82,3,No,4 years+,Yes,No,Senioir_citizen,0,0.01
1625-JAIIY,1,Female,42,Yes,No,0,Yes,68,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,83.0,5685.8,3008.32,8694.12,1,Yes,4 years+,Yes,No,Young_adult,1,0.95
6439-GTPCA,1,Female,29,No,No,0,No,45,None,Yes,Yes,Yes,Cable,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.25,3941.7,201.6,4143.3,1,Yes,4 years+,Yes,No,Under_30,1,1.0
1172-VIYBP,1,Male,54,Yes,Yes,3,Yes,53,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,69.7,3686.05,1480.29,5166.34,3,No,4 years+,Yes,No,Young_adult,0,0.0
0315-LVCRK,1,Male,54,No,No,0,No,11,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,336.27,1225.02,4,No,1 year,Yes,No,Young_adult,0,0.04
9391-EOYLI,1,Male,77,Yes,No,0,Yes,12,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,83.64,1033.84,2,Yes,1 year,Yes,Yes,Senioir_citizen,1,1.0
2302-OUZXB,1,Male,62,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,82.15,5784.3,1584.72,7369.02,5,No,4 years+,Yes,Yes,Young_adult,0,0.04
9347-AERRL,1,Male,60,Yes,No,0,Yes,23,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.3,486.2,831.22,1317.42,5,No,2 years,Yes,No,Young_adult,0,0.0
9746-MDMBK,1,Male,58,Yes,Yes,1,Yes,47,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.45,5317.8,431.93,5749.73,3,No,4 years+,Yes,No,Young_adult,0,0.07
9842-EFSYY,1,Female,31,No,Yes,3,No,4,Offer E,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,57.2,223.75,0.0,223.75,3,No,1 year,No,Yes,Young_adult,0,0.13
4129-LYCOI,1,Female,28,No,Yes,1,No,67,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.0,7039.05,840.18,7879.23,3,No,4 years+,Yes,No,Under_30,0,0.02
5356-CSVSQ,1,Female,20,No,No,0,No,3,None,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.6,174.2,122.97,297.17,5,No,1 year,Yes,No,Under_30,0,0.04
4378-BZYFP,1,Male,41,No,No,0,No,17,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Mailed Check,20.5,365.8,725.22,1091.02,3,No,2 years,Yes,No,Young_adult,0,0.0
5766-ZJYBB,1,Male,52,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.4,19.4,3.14,22.54,2,Yes,1 year,Yes,No,Young_adult,1,0.96
7619-PLRLP,1,Female,41,Yes,No,0,Yes,53,Offer B,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.1,3833.95,1968.42,5802.37,4,No,4 years+,Yes,Yes,Young_adult,0,0.09
