Customer ID,Count,Gender,Age,Married,Dependents,Number of Dependents,Referred a Friend,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Churn Value,Tenure,Distance call,Campaign,age group
2700-LUEVA,1,Male,49,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,20.75,36.28,57.03,3,No,0,1 year,Yes,No,Young_adult
2266-FUBDZ,1,Male,19,Yes,Yes,3,Yes,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.35,278.85,697.05,975.9,3,No,0,2 years,Yes,No,Under_30
5027-YOCXN,1,Male,23,Yes,No,0,Yes,51,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,110.05,5686.4,1363.23,7029.35,3,No,0,4 years+,Yes,No,Under_30
6582-OIVSP,1,Female,25,No,No,0,No,1,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.3,45.3,47.36,92.66,5,No,0,1 year,Yes,No,Under_30
8398-TBIYD,1,Female,45,No,No,0,No,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,84.7,6185.15,610.56,6795.71,3,No,0,4 years+,Yes,Yes,Young_adult
9081-WWXKP,1,Female,64,Yes,Yes,1,Yes,47,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,873.4,1755.45,2628.85,5,No,0,4 years+,Yes,No,Young_adult
2669-QVCRG,1,Female,32,No,No,0,No,41,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.3,3190.65,321.03,3511.68,4,No,0,4 years+,Yes,No,Young_adult
3572-UOLYZ,1,Female,28,No,Yes,2,No,46,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3958.85,187.68,4146.53,3,No,0,4 years+,Yes,No,Under_30
9824-QCJPK,1,Male,47,Yes,No,0,Yes,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.0,666.75,783.72,1450.47,3,No,0,3 years,Yes,No,Young_adult
6992-TKNYO,1,Male,34,Yes,No,0,Yes,38,Offer C,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,69.0,2669.45,1220.18,3889.63,4,No,0,4 years+,Yes,Yes,Young_adult
6976-BWGLQ,1,Female,64,Yes,Yes,3,Yes,72,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.2,1787.35,2829.6,4616.95,3,No,0,4 years+,Yes,Yes,Young_adult
3745-HRPHI,1,Male,49,Yes,Yes,3,No,66,None,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.65,3632.0,0.0,3585.25,5,No,0,4 years+,No,No,Young_adult
5996-EBTKM,1,Female,46,Yes,Yes,1,Yes,67,Offer A,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,69.9,4615.9,993.61,5609.51,3,No,0,4 years+,Yes,Yes,Young_adult
7599-FKVXZ,1,Male,54,Yes,No,0,Yes,42,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.15,4512.7,101.22,4613.92,1,Yes,1,4 years+,Yes,No,Young_adult
1020-JPQOW,1,Female,63,Yes,No,0,Yes,56,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.55,5116.6,156.8,5313.4,4,No,0,4 years+,Yes,No,Young_adult
0506-YLVKJ,1,Male,54,Yes,Yes,1,Yes,46,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.2,917.45,2112.32,3029.77,3,No,0,4 years+,Yes,No,Young_adult
4163-KIUHY,1,Male,21,No,No,0,No,35,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.6,901.25,1394.4,2295.65,4,No,0,3 years,Yes,No,Under_30
2466-NEJOJ,1,Male,58,Yes,Yes,3,Yes,8,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,169.75,209.36,379.11,4,No,0,1 year,Yes,Yes,Young_adult
4701-MLJPN,1,Male,60,No,No,0,No,31,Offer C,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,55.25,1715.65,47.43,1773.08,3,Yes,1,3 years,Yes,Yes,Young_adult
7054-LGEQW,1,Female,23,No,No,0,No,1,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.95,45.95,5.12,51.07,2,Yes,1,1 year,Yes,Yes,Under_30
4115-UMJFQ,1,Male,37,No,No,0,No,69,None,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,35.75,2492.25,0.0,2642.25,5,No,0,4 years+,No,No,Young_adult
0886-QGENL,1,Female,72,Yes,No,0,Yes,27,None,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,2754.45,1237.14,3991.59,1,Yes,1,3 years,Yes,No,Senioir_citizen
7234-KMNRQ,1,Male,21,No,No,0,No,4,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.0,73.45,33.52,106.97,5,No,0,1 year,Yes,No,Under_30
7469-LKBCI,1,Male,21,No,No,0,No,16,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,18.95,326.8,521.92,848.72,3,No,0,2 years,Yes,Yes,Under_30
3156-QLHBO,1,Male,58,No,Yes,1,No,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,48.35,42.36,90.71,3,No,0,1 year,Yes,No,Young_adult
9443-JUBUO,1,Male,24,Yes,Yes,3,Yes,72,Offer A,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,65.25,4478.85,0.0,4558.85,4,No,0,4 years+,No,Yes,Under_30
3399-BMLVW,1,Male,40,Yes,No,0,Yes,51,Offer B,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.5,3121.45,486.03,3607.48,3,No,0,4 years+,Yes,Yes,Young_adult
1241-EZFMJ,1,Male,48,Yes,No,0,Yes,61,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.45,1538.6,703.33,2241.93,4,No,0,4 years+,Yes,Yes,Young_adult
0174-QRVVY,1,Male,21,Yes,Yes,2,Yes,71,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.35,1847.55,653.2,2500.75,5,No,0,4 years+,Yes,No,Under_30
8871-JLMHM,1,Female,27,Yes,No,0,Yes,68,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,90.2,6297.65,231.88,6529.53,4,No,0,4 years+,Yes,Yes,Under_30
9135-MGVPY,1,Male,41,Yes,No,0,Yes,69,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.7,5878.9,3337.53,9216.43,3,No,0,4 years+,Yes,No,Young_adult
2568-BRGYX,1,Male,43,No,No,0,No,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,237.95,52.08,290.03,1,Yes,1,1 year,Yes,No,Young_adult
1597-LHYNC,1,Female,74,No,No,0,No,26,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.0,2497.2,1238.38,3795.58,1,Yes,1,3 years,Yes,No,Senioir_citizen
3496-LFSZU,1,Male,40,Yes,No,0,Yes,4,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.5,294.2,113.88,418.08,5,No,0,1 year,Yes,No,Young_adult
3551-HUAZH,1,Male,68,No,No,0,No,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,11.08,85.48,2,Yes,1,1 year,Yes,Yes,Senioir_citizen
9480-BQJEI,1,Male,35,No,No,0,No,62,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,92.3,5731.45,1509.7,7241.15,4,No,0,4 years+,Yes,No,Young_adult
0048-LUMLS,1,Male,23,Yes,Yes,3,Yes,37,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,91.2,3247.55,1591.37,4838.92,5,No,0,4 years+,Yes,Yes,Under_30
1919-RTPQD,1,Male,42,Yes,Yes,1,Yes,7,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,333.65,200.9,534.55,5,No,0,1 year,Yes,Yes,Young_adult
5063-IUOKK,1,Male,56,No,No,0,No,13,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,265.75,131.43,397.18,5,No,0,2 years,Yes,Yes,Young_adult
9068-VPWQQ,1,Male,21,Yes,No,0,Yes,61,None,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.35,4729.3,1756.8,6486.1,4,No,0,4 years+,Yes,No,Under_30
0103-CSITQ,1,Female,20,Yes,No,0,Yes,57,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.4,6252.7,456.57,6709.27,5,No,0,4 years+,Yes,Yes,Under_30
3057-VJJQE,1,Male,64,No,No,0,No,35,None,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,55.25,1924.1,713.65,2637.75,3,No,0,3 years,Yes,No,Young_adult
6120-RJKLU,1,Female,69,Yes,No,0,Yes,62,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,79.95,4819.75,1526.44,6346.19,4,No,0,4 years+,Yes,Yes,Senioir_citizen
4430-UZIPO,1,Male,44,No,No,0,No,3,Offer E,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,36.85,108.7,0.0,108.7,1,Yes,1,1 year,No,Yes,Young_adult
9115-YQHGA,1,Male,26,No,No,0,No,40,Offer B,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,51.1,2092.9,1379.6,3472.5,5,No,0,4 years+,Yes,Yes,Under_30
4592-IWTJI,1,Female,46,Yes,Yes,2,Yes,3,Offer E,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.7,91.7,0.0,91.7,1,Yes,1,1 year,No,Yes,Young_adult
2188-SXWVT,1,Female,31,No,No,0,No,34,Offer C,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,55.0,1885.15,1467.78,3352.93,4,No,0,3 years,Yes,Yes,Young_adult
6080-LNESI,1,Male,63,No,No,0,No,51,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1234.6,921.57,2156.17,3,No,0,4 years+,Yes,Yes,Young_adult
6734-JDTTV,1,Male,55,Yes,Yes,1,Yes,65,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,1267.05,2175.55,3442.6,3,No,0,4 years+,Yes,Yes,Young_adult
2706-QZIHY,1,Female,35,Yes,No,0,Yes,15,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.2,387.9,700.2,1088.1,4,No,0,2 years,Yes,No,Young_adult
5372-FBKBN,1,Female,38,No,Yes,2,No,21,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,452.2,182.28,634.48,3,No,0,2 years,Yes,Yes,Young_adult
9995-HOTOH,1,Male,36,Yes,No,0,Yes,63,None,No,No,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.0,3707.6,0.0,3707.6,3,No,0,4 years+,No,No,Young_adult
6180-YBIQI,1,Male,35,No,No,0,No,5,Offer E,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.3,100.2,0.0,100.2,3,No,0,1 year,No,Yes,Young_adult
7661-CPURM,1,Male,49,No,No,0,No,19,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,87.7,1725.95,819.09,2545.04,3,No,0,2 years,Yes,Yes,Young_adult
7255-SSFBC,1,Male,42,Yes,Yes,3,Yes,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,839.52,8881.17,4,No,0,4 years+,Yes,Yes,Young_adult
7520-HQWJU,1,Female,22,Yes,Yes,1,Yes,66,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.45,4508.65,1531.2,5998.18,3,No,0,4 years+,Yes,No,Under_30
3845-JHAMY,1,Female,48,Yes,Yes,3,Yes,16,Offer D,No,No,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,35.5,552.7,0.0,632.7,5,No,0,2 years,No,Yes,Young_adult
6507-ZJSUR,1,Male,76,Yes,No,0,Yes,23,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,1076.86,3224.11,4,No,0,2 years,Yes,No,Senioir_citizen
9761-XUJWD,1,Male,22,No,No,0,No,5,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.6,339.9,43.0,382.9,4,No,0,1 year,Yes,No,Under_30
5600-KTXFM,1,Male,48,Yes,Yes,2,Yes,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.95,143.9,58.2,202.1,3,No,0,1 year,Yes,Yes,Young_adult
2003-CKLOR,1,Male,62,No,No,0,No,66,Offer A,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,6710.5,1704.12,8414.62,2,Yes,1,4 years+,Yes,Yes,Young_adult
2251-PYLPB,1,Male,34,Yes,No,0,Yes,72,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,79.55,5810.9,3243.6,9054.5,3,No,0,4 years+,Yes,Yes,Young_adult
5365-LLFYV,1,Female,43,No,No,0,No,2,Offer E,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,105.6,10.94,116.54,3,No,0,1 year,Yes,Yes,Young_adult
8749-CLJXC,1,Male,56,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,13.51,33.56,5,No,0,1 year,Yes,No,Young_adult
2908-ZTPNF,1,Female,41,No,No,0,No,36,Offer C,No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.85,1267.2,0.0,1267.2,4,No,0,3 years,No,Yes,Young_adult
5696-JVVQY,1,Female,56,Yes,Yes,3,Yes,48,Offer B,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,70.1,3238.4,213.6,3482.0,4,No,0,4 years+,Yes,Yes,Young_adult
9477-LGWQI,1,Male,28,Yes,No,0,Yes,70,Offer A,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.15,5600.15,1685.6,7285.75,3,No,0,4 years+,Yes,Yes,Under_30
6029-CSMJE,1,Male,63,No,No,0,No,17,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.65,440.2,0.0,440.2,3,No,0,2 years,No,No,Young_adult
3512-IZIKN,1,Female,57,Yes,No,0,Yes,70,Offer A,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.3,4759.75,2986.9,7746.65,1,Yes,1,4 years+,Yes,Yes,Young_adult
8741-LQOBK,1,Female,27,Yes,Yes,2,Yes,46,None,No,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,0.0,1620.25,3,No,0,4 years+,No,No,Under_30
6147-CBCRA,1,Female,34,Yes,No,0,Yes,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,669.45,136.95,806.4,4,No,0,3 years,Yes,No,Young_adult
8461-EFQYM,1,Female,36,No,No,0,No,38,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,914.4,1754.84,2633.63,3,No,0,4 years+,Yes,No,Young_adult
4102-OQUPX,1,Male,67,Yes,No,0,Yes,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.4,74.4,17.36,121.76,3,Yes,1,1 year,Yes,No,Senioir_citizen
5375-XLDOF,1,Male,24,Yes,Yes,3,Yes,69,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,114.35,7665.8,2619.93,10295.73,4,No,0,4 years+,Yes,Yes,Under_30
0378-CJKPV,1,Female,56,Yes,No,0,Yes,72,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,7965.95,328.32,8275.39,4,No,0,4 years+,Yes,No,Young_adult
4656-CAURT,1,Male,57,No,No,0,No,69,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.95,1713.1,1534.56,3247.66,3,No,0,4 years+,Yes,No,Young_adult
5562-YJQGT,1,Female,57,No,No,0,No,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,35.1,4.92,40.02,5,No,0,1 year,Yes,No,Young_adult
4503-BDXBD,1,Male,41,No,No,0,No,11,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,277.64,1093.14,1,Yes,1,1 year,Yes,No,Young_adult
5469-NUJUR,1,Male,58,No,No,0,No,19,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.95,373.5,362.9,736.4,4,No,0,2 years,Yes,No,Young_adult
5887-IKKYO,1,Male,54,Yes,Yes,2,Yes,58,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,94.35,5563.65,290.58,5854.23,4,No,0,4 years+,Yes,Yes,Young_adult
1306-RPWXZ,1,Female,60,No,Yes,3,No,49,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,1024.65,1553.3,2577.95,4,No,0,4 years+,Yes,No,Young_adult
4183-MYFRB,1,Female,30,No,No,0,No,21,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,1862.9,136.29,2029.19,3,No,0,2 years,Yes,Yes,Young_adult
3351-NQLDI,1,Female,41,Yes,No,0,Yes,67,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.35,6341.45,2072.98,8414.43,1,Yes,1,4 years+,Yes,Yes,Young_adult
4521-YEEHE,1,Female,23,Yes,No,0,Yes,18,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,1594.75,333.9,1907.07,5,No,0,2 years,Yes,Yes,Under_30
2263-SFSQZ,1,Male,46,Yes,Yes,2,Yes,51,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.95,1222.25,859.35,2081.6,4,No,0,4 years+,Yes,No,Young_adult
8058-INTPH,1,Female,57,No,No,0,No,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.65,79.65,22.48,102.13,3,Yes,1,1 year,Yes,No,Young_adult
9625-QNLUX,1,Male,51,Yes,Yes,2,Yes,68,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.25,7074.4,1486.48,8560.88,4,No,0,4 years+,Yes,No,Young_adult
1730-VFMWO,1,Female,33,Yes,No,0,Yes,34,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.2,1815.3,1382.78,3198.08,5,No,0,3 years,Yes,No,Young_adult
6240-EURKS,1,Female,27,No,No,0,No,18,None,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.0,553.0,0.0,623.0,2,Yes,1,2 years,No,No,Under_30
6121-VZNQB,1,Female,35,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.1,19.1,34.79,53.89,2,Yes,1,1 year,Yes,No,Young_adult
6473-ULUHT,1,Male,22,Yes,Yes,2,Yes,16,Offer D,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.9,1398.25,146.56,1544.81,3,No,0,2 years,Yes,Yes,Under_30
3810-PJUHR,1,Male,63,Yes,Yes,1,Yes,70,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.35,1715.15,732.2,2447.35,3,No,0,4 years+,Yes,Yes,Young_adult
0237-YFUTL,1,Female,62,Yes,No,0,Yes,50,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,109.65,5405.8,1728.5,7134.3,3,No,0,4 years+,Yes,Yes,Young_adult
1525-LNLOJ,1,Male,34,Yes,No,0,Yes,66,None,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,63.3,4189.7,2114.64,6263.72,5,No,0,4 years+,Yes,No,Young_adult
9318-NKNFC,1,Male,53,No,No,0,No,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,18.85,18.85,40.49,59.34,1,Yes,1,1 year,Yes,No,Young_adult
6723-CEGQI,1,Female,33,No,Yes,2,No,65,None,No,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.25,2933.95,0.0,2933.95,5,No,0,4 years+,No,No,Young_adult
6723-WSNTY,1,Female,73,Yes,No,0,Yes,66,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.1,7181.95,458.04,7639.99,3,No,0,4 years+,Yes,No,Senioir_citizen
8277-RVRSV,1,Female,22,Yes,Yes,1,Yes,33,Offer C,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.15,800.3,56.43,856.73,4,No,0,3 years,Yes,Yes,Under_30
5882-CMAZQ,1,Female,52,Yes,Yes,2,Yes,5,None,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34.25,163.55,0.0,163.55,5,No,0,1 year,No,No,Young_adult
7542-CYDDM,1,Male,61,No,No,0,No,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,358.5,413.46,771.96,3,No,0,2 years,Yes,No,Young_adult
1442-BQPVU,1,Female,33,No,No,0,No,13,None,No,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.15,357.15,0.0,357.15,4,No,0,2 years,No,No,Young_adult
6986-IXNDM,1,Male,47,No,No,0,No,14,Offer D,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.9,1337.45,389.2,1726.65,3,No,0,2 years,Yes,Yes,Young_adult
1399-UBQIU,1,Male,35,No,No,0,No,11,None,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.35,712.25,177.54,889.79,3,No,0,1 year,Yes,No,Young_adult
2485-ITVKB,1,Female,36,Yes,No,0,Yes,2,Offer E,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.1,68.75,0.0,78.75,2,Yes,1,1 year,No,Yes,Young_adult
1534-OULXE,1,Female,34,Yes,Yes,2,Yes,61,Offer B,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,49.7,2961.4,2613.85,5575.25,3,No,0,4 years+,Yes,Yes,Young_adult
9350-VLHMB,1,Male,38,Yes,Yes,3,Yes,67,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,6373.1,412.05,6785.15,4,No,0,4 years+,Yes,Yes,Young_adult
0601-WZHJF,1,Male,53,Yes,No,0,Yes,14,Offer D,No,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,46.35,667.7,0.0,667.7,3,Yes,1,2 years,No,Yes,Young_adult
2357-COQEK,1,Female,79,No,No,0,No,28,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.3,2890.65,787.92,3678.57,2,Yes,1,3 years,Yes,No,Senioir_citizen
